State_Name,District_Name,Crop_Year,Season,Crop,Area,rainfall,Average Humidity,Mean Temp,Cost of Cultivation (`/Hectare) C2,Cost of Production (`/Quintal) C2,Yield (Quintal/ Hectare) ,cost of production per yield
Tamil Nadu,RAMANATHAPURAM,2009,Whole Year ,Moong(Green Gram),415,0,42,80,33046.12,85.79,448.89,38510.2731
Tamil Nadu,RAMANATHAPURAM,2010,Kharif     ,Moong(Green Gram),482,0,51,75,22489.75,2127.35,8.72,18550.492
Tamil Nadu,RAMANATHAPURAM,2011,Whole Year ,Moong(Green Gram),467,0,38,69,29876.36,1279.6,36.61,46846.156
Tamil Nadu,RAMANATHAPURAM,2012,Kharif     ,Moong(Green Gram),442,0.06050627,40,56,19083.55,683.58,744.01,508590.3558
Tamil Nadu,RAMANATHAPURAM,2013,Rabi       ,Moong(Green Gram),378,0.07964038,65,60,33046.12,2358,10.29,24263.82
Tamil Nadu,SALEM,1997,Whole Year ,Moong(Green Gram),8379,0.03174683,62,56,24171.65,3670.54,6.42,23564.8668
Tamil Nadu,SALEM,1998,Kharif     ,Moong(Green Gram),12669,0.1796935,73,56,8266.98,2614.14,3.01,7868.5614
Tamil Nadu,SALEM,1999,Kharif     ,Moong(Green Gram),9826,0.29078419,45,75,17705.93,1691.66,19.9,33664.034
Tamil Nadu,SALEM,2000,Kharif     ,Moong(Green Gram),12921,0.09000015,21,75,89025.27,119.72,986.21,118069.0612
Tamil Nadu,SALEM,2001,Kharif     ,Moong(Green Gram),11814,0.01139799,64,74,9165.59,658.77,42.95,28294.1715
Tamil Nadu,SALEM,2002,Kharif     ,Moong(Green Gram),14017,0.00014373,18,92,91442.63,1610.4,13.54,21804.816
Tamil Nadu,SALEM,2003,Kharif     ,Moong(Green Gram),3528,0.02482661,93,78,46450.2,3670.54,37.19,136507.3826
Tamil Nadu,SALEM,2004,Kharif     ,Moong(Green Gram),3165,0,74,81,28144.5,3207.35,4.71,15106.6185
Tamil Nadu,SALEM,2005,Kharif     ,Moong(Green Gram),2497,0,39,77,27507.54,3670.54,34.99,128432.1946
Tamil Nadu,SALEM,2006,Whole Year ,Moong(Green Gram),1882,0.03092234,45,62,45239.51,1898.3,23.59,44780.897
Tamil Nadu,SALEM,2007,Whole Year ,Moong(Green Gram),1822,0.03174683,62,56,24171.65,3670.54,6.42,23564.8668
Tamil Nadu,SALEM,2008,Whole Year ,Moong(Green Gram),2686,0.05435099,71,64,19259.84,1341.29,13.54,18161.0666
Tamil Nadu,SALEM,2009,Whole Year ,Moong(Green Gram),4288,0.22460861,64,66,35423.48,581.69,42.95,24983.5855
Tamil Nadu,SALEM,2010,Kharif     ,Moong(Green Gram),12194,0.07695559,22,78,86765.77,1251.12,11.61,14525.5032
Tamil Nadu,SALEM,2011,Whole Year ,Moong(Green Gram),9154,0,45,81,25909.05,5777.48,3.01,17390.2148
Tamil Nadu,SALEM,2012,Kharif     ,Moong(Green Gram),10228,0.00948428,18,94,31902.74,107.56,986.21,106076.7476
Tamil Nadu,SALEM,2013,Kharif     ,Moong(Green Gram),6936,0.0280096,21,94,19083.55,2127.35,24.39,51886.0665
Tamil Nadu,SALEM,2013,Rabi       ,Moong(Green Gram),1137,0,29,92,7868.64,581.69,13.45,7823.7305
Tamil Nadu,SIVAGANGA,1997,Whole Year ,Moong(Green Gram),74,0,69,84,27507.54,2179.26,8.72,19003.1472
Tamil Nadu,SIVAGANGA,1998,Kharif     ,Moong(Green Gram),984,0,62,80,46450.2,2068.67,23.56,48737.8652
Tamil Nadu,SIVAGANGA,1999,Kharif     ,Moong(Green Gram),942,0,45,87,17705.93,2172.46,39.83,86529.0818
Tamil Nadu,SIVAGANGA,2000,Kharif     ,Moong(Green Gram),540,0,67,84,25909.05,404.43,11.97,4841.0271
Tamil Nadu,SIVAGANGA,2001,Kharif     ,Moong(Green Gram),92,0,40,82,29876.36,1595.56,67.41,107556.6996
Tamil Nadu,SIVAGANGA,2002,Kharif     ,Moong(Green Gram),46,0,38,80,22560.3,2172.46,23.59,51248.3314
Tamil Nadu,SIVAGANGA,2003,Kharif     ,Moong(Green Gram),107,0.07579706,44,58,22560.3,769.84,757.92,583477.1328
Tamil Nadu,SIVAGANGA,2004,Kharif     ,Moong(Green Gram),99,0.01770803,47,70,19259.84,85.79,11.61,996.0219
Tamil Nadu,SIVAGANGA,2005,Kharif     ,Moong(Green Gram),108,0.0776757,66,55,19857.7,404.43,42.95,17370.2685
Tamil Nadu,SIVAGANGA,2006,Whole Year ,Moong(Green Gram),138,0.18104788,42,63,25909.05,2003.76,12.69,25427.7144
Tamil Nadu,SIVAGANGA,2007,Whole Year ,Moong(Green Gram),52,0.27386408,43,79,33046.12,732.62,6.7,4908.554
Tamil Nadu,SIVAGANGA,2008,Whole Year ,Moong(Green Gram),45,0.02043946,16,84,17705.93,2179.26,24.39,53152.1514
Tamil Nadu,SIVAGANGA,2009,Whole Year ,Moong(Green Gram),20,0,24,88,19259.84,731.25,36.61,26771.0625
Tamil Nadu,SIVAGANGA,2010,Kharif     ,Moong(Green Gram),22,0,20,94,7868.64,804.8,1015.45,817234.16
Tamil Nadu,SIVAGANGA,2011,Whole Year ,Moong(Green Gram),44,0,22,99,25909.05,2614.14,23.56,61589.1384
Tamil Nadu,SIVAGANGA,2012,Kharif     ,Moong(Green Gram),32,0,62,88,89025.27,1610.4,12.94,20838.576
Tamil Nadu,SIVAGANGA,2013,Kharif     ,Moong(Green Gram),31,0.02482661,93,78,46450.2,3670.54,37.19,136507.3826
Tamil Nadu,SIVAGANGA,2013,Rabi       ,Moong(Green Gram),23,0,75,84,35423.48,3484.01,10.29,35850.4629
Tamil Nadu,THANJAVUR,1997,Whole Year ,Moong(Green Gram),5607,0.08125601,58,83,13209.32,107.56,19.94,2144.7464
Tamil Nadu,THANJAVUR,1998,Kharif     ,Moong(Green Gram),11824,0,80,82,85801.95,2127.35,12.69,26996.0715
Tamil Nadu,THANJAVUR,1999,Kharif     ,Moong(Green Gram),11990,0,65,81,45239.51,2261.24,3.01,6806.3324
Tamil Nadu,THANJAVUR,2000,Kharif     ,Moong(Green Gram),12502,0,37,79,19259.84,683.58,1015.45,694141.311
Tamil Nadu,THANJAVUR,2001,Kharif     ,Moong(Green Gram),6176,0.00571548,37,73,33046.12,3207.35,16.69,53530.6715
Tamil Nadu,THANJAVUR,2002,Kharif     ,Moong(Green Gram),3794,0,46,70,85801.95,732.62,3.01,2205.1862
Tamil Nadu,THANJAVUR,2003,Kharif     ,Moong(Green Gram),2776,0.00038962,52,52,31902.74,731.25,4.05,2961.5625
Tamil Nadu,THANJAVUR,2004,Kharif     ,Moong(Green Gram),8709,0.05361401,64,60,28144.5,732.62,36.61,26821.2182
Tamil Nadu,THANJAVUR,2005,Kharif     ,Moong(Green Gram),7392,0.16706095,36,65,33046.12,2509.99,24.39,61218.6561
Tamil Nadu,THANJAVUR,2006,Whole Year ,Moong(Green Gram),5518,0.12941,23,76,85801.95,86.53,448.89,38842.4517
Tamil Nadu,THANJAVUR,2007,Whole Year ,Moong(Green Gram),13819,0.10557575,30,86,35423.48,3207.35,11.98,38424.053
Tamil Nadu,THANJAVUR,2008,Whole Year ,Moong(Green Gram),5784,0,24,96,9165.59,810.25,744.01,602834.1025
Tamil Nadu,THANJAVUR,2009,Whole Year ,Moong(Green Gram),4680,0,23,95,13209.32,658.77,9.33,6146.3241
Tamil Nadu,THANJAVUR,2010,Kharif     ,Moong(Green Gram),5157,0,59,88,85801.95,1595.56,56,89351.36
Tamil Nadu,THANJAVUR,2011,Whole Year ,Moong(Green Gram),5775,0,75,88,22489.75,1559.04,6.83,10648.2432
Tamil Nadu,THANJAVUR,2012,Kharif     ,Moong(Green Gram),889,0,57,84,19259.84,2228.97,42.68,95132.4396
Tamil Nadu,THANJAVUR,2013,Rabi       ,Moong(Green Gram),6699,0.06855089,55,84,25909.05,804.8,757.92,609974.016
Tamil Nadu,THE NILGIRIS,2009,Whole Year ,Moong(Green Gram),12,0,18,90,27507.54,1279.6,67.41,86257.836
Tamil Nadu,THE NILGIRIS,2010,Kharif     ,Moong(Green Gram),3,0,17,93,29876.36,85.79,757.92,65021.9568
Tamil Nadu,THE NILGIRIS,2013,Kharif     ,Moong(Green Gram),1,0,26,92,29876.36,3207.35,11.97,38391.9795
Tamil Nadu,THENI,1997,Whole Year ,Moong(Green Gram),1179,0,93,78,17705.93,2775.8,9.83,27286.114
Tamil Nadu,THENI,1998,Kharif     ,Moong(Green Gram),4544,0,77,83,33046.12,840.58,42.95,36102.911
Tamil Nadu,THENI,1999,Kharif     ,Moong(Green Gram),3175,0.09207753,44,91,27507.54,2539.47,7.47,18969.8409
Tamil Nadu,THENI,2000,Kharif     ,Moong(Green Gram),4600,0,48,82,89025.27,669.86,6.7,4488.062
Tamil Nadu,THENI,2001,Kharif     ,Moong(Green Gram),176,0,37,74,35423.48,1691.66,12.69,21467.1654
Tamil Nadu,THENI,2002,Kharif     ,Moong(Green Gram),129,0,38,70,27507.54,2068.67,31.1,64335.637
Tamil Nadu,THENI,2003,Kharif     ,Moong(Green Gram),178,0.0682302,61,60,28144.5,1610.4,39.04,62870.016
Tamil Nadu,THENI,2004,Kharif     ,Moong(Green Gram),164,0.16297403,33,61,29876.36,683.58,37.19,25422.3402
Tamil Nadu,THENI,2005,Kharif     ,Moong(Green Gram),129,0.24019075,33,80,28144.5,2228.97,1.32,2942.2404
Tamil Nadu,THENI,2006,Whole Year ,Moong(Green Gram),292,0.18707732,38,86,31902.74,404.43,13.45,5439.5835
Tamil Nadu,THENI,2007,Whole Year ,Moong(Green Gram),253,0,23,93,15371.45,683.58,39.83,27226.9914
Tamil Nadu,THENI,2008,Whole Year ,Moong(Green Gram),280,0,64,86,17705.93,2261.24,4.05,9158.022
Tamil Nadu,THENI,2009,Whole Year ,Moong(Green Gram),566,0,62,86,91442.63,1551.94,17.83,27671.0902
Tamil Nadu,THENI,2010,Kharif     ,Moong(Green Gram),673,0.05569939,61,85,22560.3,2261.24,3.01,6806.3324
Tamil Nadu,THENI,2011,Whole Year ,Moong(Green Gram),1373,0,73,84,35423.48,1882.68,19.05,35865.054
Tamil Nadu,THENI,2012,Kharif     ,Moong(Green Gram),703,0,72,78,19083.55,5777.48,13.7,79151.476
Tamil Nadu,THENI,2013,Kharif     ,Moong(Green Gram),677,0,42,81,13209.32,93.64,13.54,1267.8856
Tamil Nadu,THENI,2013,Rabi       ,Moong(Green Gram),310,0,49,75,45239.51,2775.8,37.19,103232.002
Tamil Nadu,THIRUVALLUR,1997,Whole Year ,Moong(Green Gram),4516,0,41,68,35423.48,669.86,5.9,3952.174
Tamil Nadu,THIRUVALLUR,1998,Kharif     ,Moong(Green Gram),11801,0.06050627,40,56,19083.55,683.58,744.01,508590.3558
Tamil Nadu,THIRUVALLUR,1999,Kharif     ,Moong(Green Gram),9682,0.08593014,55,56,17705.93,404.43,16.69,6749.9367
Tamil Nadu,THIRUVALLUR,2000,Kharif     ,Moong(Green Gram),7407,0.0414143,41,62,33046.12,93.64,56,5243.84
Tamil Nadu,THIRUVALLUR,2001,Kharif     ,Moong(Green Gram),6967,0,67,58,21618.43,1882.68,10.93,20577.6924
Tamil Nadu,THIRUVALLUR,2002,Kharif     ,Moong(Green Gram),6835,0.1796935,73,56,8266.98,2614.14,3.01,7868.5614
Tamil Nadu,THIRUVALLUR,2003,Kharif     ,Moong(Green Gram),11950,0.301119,33,82,13209.32,2068.67,3.01,6226.6967
Tamil Nadu,THIRUVALLUR,2004,Kharif     ,Moong(Green Gram),8230,0.0393005,57,80,7868.64,1387.36,31.1,43146.896
Tamil Nadu,THIRUVALLUR,2005,Kharif     ,Moong(Green Gram),8837,0,25,95,13209.32,769.84,23.59,18160.5256
Tamil Nadu,THIRUVALLUR,2006,Whole Year ,Moong(Green Gram),5498,0.01978735,32,100,45291.24,5777.48,42.68,246582.8464
Tamil Nadu,THIRUVALLUR,2007,Whole Year ,Moong(Green Gram),4426,0.01431591,64,86,28144.5,769.84,1015.45,781734.028
Tamil Nadu,THIRUVALLUR,2008,Whole Year ,Moong(Green Gram),3252,0,74,86,13209.32,404.43,11.97,4841.0271
Tamil Nadu,THIRUVALLUR,2009,Whole Year ,Moong(Green Gram),3011,0.08645341,59,83,7868.64,119.72,11.61,1389.9492
Tamil Nadu,THIRUVALLUR,2010,Kharif     ,Moong(Green Gram),8433,0.01210957,51,89,45239.51,2003.76,9.59,19216.0584
Tamil Nadu,THIRUVALLUR,2011,Whole Year ,Moong(Green Gram),9063,0,65,81,45239.51,2261.24,3.01,6806.3324
Tamil Nadu,THIRUVALLUR,2012,Kharif     ,Moong(Green Gram),7222,0,42,80,15371.45,86.53,13.57,1174.2121
Tamil Nadu,THIRUVALLUR,2013,Kharif     ,Moong(Green Gram),99,0,37,72,91442.63,2003.76,7.47,14968.0872
Tamil Nadu,THIRUVALLUR,2013,Rabi       ,Moong(Green Gram),9708,0,36,72,28144.5,2358,10.93,25772.94
Tamil Nadu,THIRUVARUR,1997,Whole Year ,Moong(Green Gram),13265,0.13591922,41,70,33046.12,119.72,13.57,1624.6004
Tamil Nadu,THIRUVARUR,1998,Kharif     ,Moong(Green Gram),17749,0,45,62,85801.95,2539.47,37.19,94442.8893
Tamil Nadu,THIRUVARUR,1999,Kharif     ,Moong(Green Gram),17556,0.06215368,59,56,25909.05,2554.91,6.83,17450.0353
Tamil Nadu,THIRUVARUR,2000,Kharif     ,Moong(Green Gram),39286,0,57,67,85801.95,2228.97,23.56,52514.5332
Tamil Nadu,THIRUVARUR,2001,Kharif     ,Moong(Green Gram),22903,0.0414143,41,62,33046.12,93.64,56,5243.84
Tamil Nadu,THIRUVARUR,2002,Kharif     ,Moong(Green Gram),10159,0.00417157,57,58,16528.68,2172.46,7.47,16228.2762
Tamil Nadu,THIRUVARUR,2003,Kharif     ,Moong(Green Gram),10391,0.33147006,57,71,91442.63,119.72,757.92,90738.1824
Tamil Nadu,THIRUVARUR,2004,Kharif     ,Moong(Green Gram),27053,0.10906583,21,82,91442.63,93.64,19.94,1867.1816
Tamil Nadu,THIRUVARUR,2005,Kharif     ,Moong(Green Gram),24214,0.04954826,21,90,86765.77,1559.04,10.93,17040.3072
Tamil Nadu,THIRUVARUR,2006,Whole Year ,Moong(Green Gram),30918,0,16,96,89025.27,93.64,11.61,1087.1604
Tamil Nadu,THIRUVARUR,2007,Whole Year ,Moong(Green Gram),36329,0.0280096,21,94,19083.55,2127.35,24.39,51886.0665
Tamil Nadu,THIRUVARUR,2008,Whole Year ,Moong(Green Gram),30838,0.01957236,27,98,33046.12,2068.67,13.7,28340.779
Tamil Nadu,THIRUVARUR,2009,Whole Year ,Moong(Green Gram),34789,0.05501373,81,82,31902.74,86.53,11.61,1004.6133
Tamil Nadu,THIRUVARUR,2010,Kharif     ,Moong(Green Gram),37662,0,86,82,33046.12,2172.46,39.83,86529.0818
Tamil Nadu,THIRUVARUR,2011,Whole Year ,Moong(Green Gram),35761,0,75,84,35423.48,3484.01,10.29,35850.4629
Tamil Nadu,THIRUVARUR,2012,Kharif     ,Moong(Green Gram),11621,0,77,83,33046.12,840.58,42.95,36102.911
Tamil Nadu,THIRUVARUR,2013,Rabi       ,Moong(Green Gram),52575,0.0017236,56,87,91442.63,789.9,36.61,28918.239
Tamil Nadu,TIRUCHIRAPPALLI,1997,Whole Year ,Moong(Green Gram),598,0,73,84,35423.48,1882.68,19.05,35865.054
Tamil Nadu,TIRUCHIRAPPALLI,1998,Kharif     ,Moong(Green Gram),3618,0,52,82,85801.95,731.25,5.9,4314.375
Tamil Nadu,TIRUCHIRAPPALLI,1999,Kharif     ,Moong(Green Gram),3268,0,35,73,13209.32,3484.01,6.83,23795.7883
Tamil Nadu,TIRUCHIRAPPALLI,2000,Kharif     ,Moong(Green Gram),3553,0.07068956,42,66,45291.24,107.56,11.61,1248.7716
Tamil Nadu,TIRUCHIRAPPALLI,2001,Kharif     ,Moong(Green Gram),694,0.13252595,63,58,46450.2,3207.35,8.05,25819.1675
Tamil Nadu,TIRUCHIRAPPALLI,2002,Kharif     ,Moong(Green Gram),543,0.02004627,54,54,7868.64,1279.6,6.7,8573.32
Tamil Nadu,TIRUCHIRAPPALLI,2003,Kharif     ,Moong(Green Gram),451,0.26461286,72,68,45239.51,93.64,448.89,42034.0596
Tamil Nadu,TIRUCHIRAPPALLI,2004,Kharif     ,Moong(Green Gram),630,0.08412435,22,84,29876.36,804.8,23.59,18985.232
Tamil Nadu,TIRUCHIRAPPALLI,2005,Kharif     ,Moong(Green Gram),389,0,41,86,45291.24,2261.24,1.32,2984.8368
Tamil Nadu,TIRUCHIRAPPALLI,2006,Whole Year ,Moong(Green Gram),443,0,26,92,29876.36,3207.35,11.97,38391.9795
Tamil Nadu,TIRUCHIRAPPALLI,2007,Whole Year ,Moong(Green Gram),455,0.01431591,64,86,28144.5,769.84,1015.45,781734.028
Tamil Nadu,TIRUCHIRAPPALLI,2008,Whole Year ,Moong(Green Gram),338,0.05569939,61,85,22560.3,2261.24,3.01,6806.3324
Tamil Nadu,TIRUCHIRAPPALLI,2009,Whole Year ,Moong(Green Gram),464,0,80,82,85801.95,2127.35,12.69,26996.0715
Tamil Nadu,TIRUCHIRAPPALLI,2010,Kharif     ,Moong(Green Gram),360,0,80,83,22560.3,2068.67,23.56,48737.8652
Tamil Nadu,TIRUCHIRAPPALLI,2011,Whole Year ,Moong(Green Gram),420,0,51,75,22489.75,2127.35,8.72,18550.492
Tamil Nadu,TIRUCHIRAPPALLI,2012,Kharif     ,Moong(Green Gram),184,0,49,70,22560.3,840.58,9.33,7842.6114
Tamil Nadu,TIRUCHIRAPPALLI,2013,Kharif     ,Moong(Green Gram),363,0,36,70,13209.32,1610.4,67.41,108557.064
Tamil Nadu,TIRUCHIRAPPALLI,2013,Rabi       ,Moong(Green Gram),717,0.03092234,45,62,45239.51,1898.3,23.59,44780.897
Tamil Nadu,TIRUNELVELI,1997,Whole Year ,Moong(Green Gram),5836,0.03867695,41,61,25909.05,1251.12,67.41,84337.9992
Tamil Nadu,TIRUNELVELI,1998,Kharif     ,Moong(Green Gram),5835,0,63,56,16873.17,1551.94,10.29,15969.4626
Tamil Nadu,TIRUNELVELI,1999,Kharif     ,Moong(Green Gram),4723,0.20511291,45,70,89025.27,85.79,1015.45,87115.4555
Tamil Nadu,TIRUNELVELI,2000,Kharif     ,Moong(Green Gram),4588,0.25605625,33,82,15371.45,5777.48,4.05,23398.794
Tamil Nadu,TIRUNELVELI,2001,Kharif     ,Moong(Green Gram),4186,0.0545119,17,77,33046.12,2539.47,6.42,16303.3974
Tamil Nadu,TIRUNELVELI,2002,Kharif     ,Moong(Green Gram),5425,0.09733837,65,78,29876.36,581.69,9.33,5427.1677
Tamil Nadu,TIRUNELVELI,2003,Kharif     ,Moong(Green Gram),7075,0,43,94,46450.2,2228.97,3.01,6709.1997
Tamil Nadu,TIRUNELVELI,2004,Kharif     ,Moong(Green Gram),11495,0.0017236,56,87,91442.63,789.9,36.61,28918.239
Tamil Nadu,TIRUNELVELI,2005,Kharif     ,Moong(Green Gram),8548,0.0037788,75,81,9165.59,3484.01,10.29,35850.4629
Tamil Nadu,TIRUNELVELI,2006,Whole Year ,Moong(Green Gram),9537,0,38,74,31902.74,1551.94,24.39,37851.8166
Tamil Nadu,TIRUNELVELI,2007,Whole Year ,Moong(Green Gram),6787,0.13591922,41,70,33046.12,119.72,13.57,1624.6004
Tamil Nadu,TIRUNELVELI,2008,Whole Year ,Moong(Green Gram),5412,0,45,64,86765.77,2068.67,42.95,88849.3765
Tamil Nadu,TIRUNELVELI,2009,Whole Year ,Moong(Green Gram),5553,0.01028368,58,57,44756.72,2509.99,17.83,44753.1217
Tamil Nadu,TIRUNELVELI,2010,Kharif     ,Moong(Green Gram),4914,0.12220198,84,55,37801.85,840.58,42.68,35875.9544
Tamil Nadu,TIRUNELVELI,2011,Whole Year ,Moong(Green Gram),4318,0.2056398,45,68,45291.24,2179.26,17.83,38856.2058
Tamil Nadu,TIRUNELVELI,2012,Kharif     ,Moong(Green Gram),4098,0.24147998,36,78,9165.59,840.58,13.7,11515.946
Tamil Nadu,TIRUNELVELI,2013,Kharif     ,Moong(Green Gram),39,0.10768843,28,84,45239.51,1610.4,13.57,21853.128
Tamil Nadu,TIRUNELVELI,2013,Rabi       ,Moong(Green Gram),4880,0.0151269,11,76,15371.45,1898.3,9.83,18660.289
Tamil Nadu,TIRUPPUR,2008,Whole Year ,Moong(Green Gram),3608,0,19,92,85801.95,1251.12,13.57,16977.6984
Tamil Nadu,TIRUPPUR,2009,Whole Year ,Moong(Green Gram),3538,0,27,94,22489.75,2554.91,8.05,20567.0255
Tamil Nadu,TIRUPPUR,2010,Kharif     ,Moong(Green Gram),4104,0,88,76,27507.54,669.86,36.61,24523.5746
Tamil Nadu,TIRUPPUR,2011,Whole Year ,Moong(Green Gram),4367,0,75,88,22489.75,1559.04,6.83,10648.2432
Tamil Nadu,TIRUPPUR,2012,Kharif     ,Moong(Green Gram),2697,0,57,84,19259.84,2228.97,42.68,95132.4396
Tamil Nadu,TIRUPPUR,2013,Kharif     ,Moong(Green Gram),985,0.09054553,61,84,9165.59,86.53,13.57,1174.2121
Tamil Nadu,TIRUPPUR,2013,Rabi       ,Moong(Green Gram),1954,0.00153143,38,90,22560.3,3670.54,37.19,136507.3826
Tamil Nadu,TIRUVANNAMALAI,1997,Whole Year ,Moong(Green Gram),2348,0,43,80,31902.74,1341.29,39.04,52363.9616
Tamil Nadu,TIRUVANNAMALAI,1998,Kharif     ,Moong(Green Gram),7518,0,37,74,35423.48,1691.66,12.69,21467.1654
Tamil Nadu,TIRUVANNAMALAI,1999,Kharif     ,Moong(Green Gram),4678,0,38,70,15371.45,1251.12,56,70062.72
Tamil Nadu,TIRUVANNAMALAI,2000,Kharif     ,Moong(Green Gram),4410,0.07964038,65,60,33046.12,2358,10.29,24263.82
Tamil Nadu,TIRUVANNAMALAI,2001,Kharif     ,Moong(Green Gram),3370,0.03867695,41,61,25909.05,1251.12,67.41,84337.9992
Tamil Nadu,TIRUVANNAMALAI,2002,Kharif     ,Moong(Green Gram),2672,0.02682104,61,56,50828.83,2003.76,24.39,48871.7064
Tamil Nadu,TIRUVANNAMALAI,2003,Kharif     ,Moong(Green Gram),4278,0.16706095,36,65,33046.12,2509.99,24.39,61218.6561
Tamil Nadu,TIRUVANNAMALAI,2004,Kharif     ,Moong(Green Gram),1399,0.02043946,16,84,17705.93,2179.26,24.39,53152.1514
Tamil Nadu,TIRUVANNAMALAI,2005,Kharif     ,Moong(Green Gram),912,0,20,93,45239.51,1341.29,56,75112.24
Tamil Nadu,TIRUVANNAMALAI,2006,Whole Year ,Moong(Green Gram),774,0,64,86,17705.93,2261.24,4.05,9158.022
Tamil Nadu,TIRUVANNAMALAI,2007,Whole Year ,Moong(Green Gram),674,0,61,84,86765.77,1691.66,24.39,41259.5874
Tamil Nadu,TIRUVANNAMALAI,2008,Whole Year ,Moong(Green Gram),717,0.05615822,67,87,31902.74,1251.12,12.94,16189.4928
Tamil Nadu,TIRUVANNAMALAI,2009,Whole Year ,Moong(Green Gram),702,0,74,81,28144.5,3207.35,4.71,15106.6185
Tamil Nadu,TIRUVANNAMALAI,2010,Kharif     ,Moong(Green Gram),545,0,40,82,29876.36,1595.56,67.41,107556.6996
Tamil Nadu,TIRUVANNAMALAI,2011,Whole Year ,Moong(Green Gram),718,0,34,70,45291.24,404.43,4.71,1904.8653
Tamil Nadu,TIRUVANNAMALAI,2012,Kharif     ,Moong(Green Gram),724,0,44,70,9165.59,1341.29,32.42,43484.6218
Tamil Nadu,TIRUVANNAMALAI,2013,Kharif     ,Moong(Green Gram),587,0.03092234,45,62,45239.51,1898.3,23.59,44780.897
Tamil Nadu,TIRUVANNAMALAI,2013,Rabi       ,Moong(Green Gram),549,0.02979187,51,56,28144.5,3484.01,19.9,69331.799
Tamil Nadu,TUTICORIN,1997,Whole Year ,Moong(Green Gram),8082,0.03174683,62,56,24171.65,3670.54,6.42,23564.8668
Tamil Nadu,TUTICORIN,1998,Kharif     ,Moong(Green Gram),9787,0.11055694,65,53,21045.11,1387.36,13.7,19006.832
Tamil Nadu,TUTICORIN,1999,Kharif     ,Moong(Green Gram),8173,0.21139503,38,58,28144.5,2539.47,8.72,22144.1784
Tamil Nadu,TUTICORIN,2000,Kharif     ,Moong(Green Gram),6794,0.23189624,36,81,45291.24,715.04,36.61,26177.6144
Tamil Nadu,TUTICORIN,2001,Kharif     ,Moong(Green Gram),8228,0.06093378,22,80,45291.24,2003.76,8.72,17472.7872
Tamil Nadu,TUTICORIN,2002,Kharif     ,Moong(Green Gram),12337,0.01139799,64,74,9165.59,658.77,42.95,28294.1715
Tamil Nadu,TUTICORIN,2003,Kharif     ,Moong(Green Gram),20891,0.01978735,32,100,45291.24,5777.48,42.68,246582.8464
Tamil Nadu,TUTICORIN,2004,Kharif     ,Moong(Green Gram),25883,0.00322873,59,83,19083.55,732.62,4.05,2967.111
Tamil Nadu,TUTICORIN,2005,Kharif     ,Moong(Green Gram),25264,0,62,86,91442.63,2179.26,8.72,19003.1472
Tamil Nadu,TUTICORIN,2006,Whole Year ,Moong(Green Gram),23850,0,42,80,33046.12,85.79,448.89,38510.2731
Tamil Nadu,TUTICORIN,2007,Whole Year ,Moong(Green Gram),30505,0,41,68,17705.93,658.77,11.98,7892.0646
Tamil Nadu,TUTICORIN,2008,Whole Year ,Moong(Green Gram),28736,0.09101022,41,60,27507.54,2172.46,1015.45,2206024.507
Tamil Nadu,TUTICORIN,2009,Whole Year ,Moong(Green Gram),28366,0,57,67,85801.95,2228.97,23.56,52514.5332
Tamil Nadu,TUTICORIN,2010,Kharif     ,Moong(Green Gram),35410,0.01770803,47,70,19259.84,85.79,11.61,996.0219
Tamil Nadu,TUTICORIN,2011,Whole Year ,Moong(Green Gram),31881,0.08925248,72,53,19810.29,658.77,23.56,15520.6212
Tamil Nadu,TUTICORIN,2012,Kharif     ,Moong(Green Gram),30073,0.03544632,63,67,22560.3,1595.56,13.57,21651.7492
Tamil Nadu,TUTICORIN,2013,Kharif     ,Moong(Green Gram),24,0.16297403,33,61,29876.36,683.58,37.19,25422.3402
Tamil Nadu,TUTICORIN,2013,Rabi       ,Moong(Green Gram),30140,0.29078419,45,75,17705.93,1691.66,19.9,33664.034
Tamil Nadu,VELLORE,1997,Whole Year ,Moong(Green Gram),452,0.08988969,21,79,35423.48,85.79,744.01,63828.6179
Tamil Nadu,VELLORE,1998,Kharif     ,Moong(Green Gram),5455,0.11645147,40,84,89025.27,2358,4.71,11106.18
Tamil Nadu,VELLORE,1999,Kharif     ,Moong(Green Gram),3969,0.00948428,18,94,31902.74,107.56,986.21,106076.7476
Tamil Nadu,VELLORE,2000,Kharif     ,Moong(Green Gram),4087,0,26,92,29876.36,3207.35,11.97,38391.9795
Tamil Nadu,VELLORE,2001,Kharif     ,Moong(Green Gram),4003,0.00464197,70,82,35423.48,93.64,13.57,1270.6948
Tamil Nadu,VELLORE,2002,Kharif     ,Moong(Green Gram),3468,0,69,84,27507.54,2179.26,8.72,19003.1472
Tamil Nadu,VELLORE,2003,Kharif     ,Moong(Green Gram),4271,0,91,78,7868.64,2554.91,10.93,27925.1663
Tamil Nadu,VELLORE,2004,Kharif     ,Moong(Green Gram),2210,0,36,72,45239.51,5777.48,23.56,136117.4288
Tamil Nadu,VELLORE,2005,Kharif     ,Moong(Green Gram),763,0.01225841,47,63,89025.27,2003.76,9.83,19696.9608
Tamil Nadu,VELLORE,2006,Whole Year ,Moong(Green Gram),708,0.09419903,71,57,20671.54,581.69,31.1,18090.559
